-1.725958528089886146e+00,1.182290386215777866e+00,-5.888060382412310112e-01,-1.257637594048667928e+00,-1.216712496482001082e+00,-1.084118100519951389e+00,3.024300338727569648e-01,-7.249996701779107822e-01,1.400968690894641044e+00,-4.441575253688251346e-01
-2.063131589608714123e+00,1.401465000870942612e+00,-2.486103356604695058e+00,-1.056082591311388930e+00,-1.779759609521814445e+00,-3.064497847791217922e+00,1.831919881809875306e-01,-5.657879993121675000e-01,6.800821372358347716e-01,-1.123540304753909647e+00
-1.307077580879396184e+00,1.349027375725525779e+00,-1.941602161833561491e+00,-1.043269079093803953e+00,-1.234754288787135224e+00,-2.315763737398868205e+00,2.780956094664731038e-01,-7.458807087042726436e-02,-8.638583514235314009e-01,-1.498778582627362077e+00
-7.822363257434216122e-01,5.668030275785006511e-01,-1.286779009237274174e+00,-9.103506107753589482e-01,-1.567427060331131106e+00,-1.943308047606615352e+00,7.832819960601192788e-01,3.603712901171906013e-01,4.359784389442365460e-01,-2.506860187068326619e-03
-2.351522001971244891e-01,1.162361879292846210e-03,-8.840500172072666141e-01,-1.272316401368568162e+00,-3.077540748667624837e-01,-2.329030997833340777e+00,1.591650163461137135e-01,3.421237355603382602e-01,-5.683307280519585003e-01,-7.879934150027105844e-01
-2.848462283403382145e+00,1.680897814683185998e-01,-3.159175781046971832e+00,-1.545062546179076124e+00,-2.106817350565829638e+00,-3.246866742660861505e+00,-1.126713731047806810e+00,9.140998923939658294e-01,-1.565841065486692996e+00,-3.366014774611614246e+00
-2.833122070003038395e+00,3.469123417213007543e-01,-2.996434836430714732e+00,-1.615390950475658505e+00,-2.706284800858757666e+00,-3.137988597470007690e+00,-1.630411417817509534e+00,8.891135142332954322e-01,-7.265668244986922542e-01,-1.914262569349996612e+00
-2.925297329150730263e+00,1.608998510028639417e-01,-3.056304288526201063e+00,-1.747054160906863496e+00,-3.462125141322724531e+00,-3.542476898089927051e+00,-8.225883768352489911e-01,1.833564951340645788e+00,-7.162583757257459105e-01,-3.809952865537404865e+00
-2.889124864672638626e+00,1.326720886041898584e-01,-2.896201438962980657e+00,-1.733358858102730604e+00,-3.328004512534611159e+00,-3.366579651234077541e+00,-9.723973566326454820e-01,1.740469671030108634e+00,-5.991335653280742690e-01,-2.657310547998649852e+00
-2.805844411952792772e+00,1.577954799574193823e-01,-2.935840554991224760e+00,-1.601195706904303906e+00,-2.851471596826708144e+00,-3.309145410899612116e+00,-7.503013785239712741e-01,1.758164587120998545e+00,7.143162822479819374e-01,-2.370604670099393463e+00
-2.651701686830533866e+00,4.632893204840263790e-01,-2.965263305433234464e+00,-1.556299410140673301e+00,-3.059364194591626340e+00,-3.268829142475555116e+00,-9.031678899174284680e-01,7.248190530314292390e-01,-3.393411686385348069e-01,-1.938428662712355033e+00
-2.793359007204172961e+00,4.138029212015717495e-01,-2.959695154873636991e+00,-1.587227613370360890e+00,-3.403083342502065456e+00,-3.340167894044713925e+00,-7.288919052414400968e-01,-2.768458442476650072e-01,2.351929680623216223e-01,-2.809325510167835382e+00
-1.340660069492568773e+00,3.317950539805971655e-01,-3.073740659607612002e+00,-1.502600181915489497e+00,-2.371881996508686363e+00,-3.226165647970987038e+00,-6.106880420998745534e-02,7.402756838336751466e-01,3.301403368773257463e-01,-2.052023723045911741e+00
-1.914681459999773905e+00,4.509044494727691976e-01,-3.035113338774499070e+00,-1.725596174334250277e+00,-2.213079425090902941e+00,-3.485043969750133197e+00,8.080136149949416202e-01,3.963047506188271951e-01,7.745061245662477889e-01,-1.041232456173699195e+00
-9.414210262058239076e-01,4.528855803810483138e-01,-3.170932833988830524e+00,-1.523140428928291046e+00,-2.935318019436418346e+00,-3.381928912973342083e+00,3.303010227313582514e-01,8.596843571261697514e-01,4.307155626100800938e-01,-1.993428903029600852e+00
-1.677771226672340577e+00,4.778405745352527489e-01,-3.231681345994885213e+00,-1.592276661341883282e+00,-2.235524934129984764e+00,-3.298476474222458155e+00,-2.674695044168970415e-01,5.923604010865982650e-01,2.227418185408546192e-01,-9.769933005448495633e-01
-2.405373734393809748e+00,4.463362626352292972e-01,-3.230024060263519736e+00,-1.437017585029543243e+00,-6.616390560982137181e-01,-3.282278049012308685e+00,-1.181178008815805036e+00,8.593534018745050407e-01,9.453995385671865037e-01,-3.693824438692022011e-02
